Sample,seconds_elapsed,Acx,Acy,Acz,Gyx,Gyy,Gyz
1464,36.2827,-44.703,-0.679,-0.115,-0.001,0.0,0.001
1465,36.3037,-44.703,-0.679,-0.117,-0.001,0.0,0.0
1466,36.3226,-44.703,-0.68,-0.117,-0.001,-0.001,0.0
1467,36.3436,-44.702,-0.682,-0.117,-0.001,-0.001,0.001
1467,36.3625,-44.702,-0.682,-0.118,0.0,0.0,0.0
1468,36.3834,-44.701,-0.683,-0.119,-0.002,-0.001,0.001
1469,36.4024,-44.7,-0.683,-0.121,-0.001,-0.001,0.0
1470,36.4233,-44.702,-0.685,-0.122,-0.002,-0.001,-0.001
1471,36.4422,-44.702,-0.685,-0.123,0.0,0.0,0.0
1472,36.4632,-44.7,-0.686,-0.122,0.0,-0.001,0.001
1473,36.4821,-44.7,-0.686,-0.122,0.0,-0.001,0.0
1474,36.503,-44.7,-0.686,-0.124,-0.001,0.0,0.0
1475,36.522,-44.701,-0.688,-0.123,0.0,-0.001,-0.001
1476,36.5429,-44.701,-0.687,-0.123,0.0,0.001,0.0
1476,36.5639,-44.701,-0.688,-0.124,-0.001,-0.001,0.0
1477,36.5828,-44.7,-0.689,-0.122,0.0,-0.001,0.001
1478,36.6037,-44.7,-0.688,-0.123,0.0,0.0,0.0
1479,36.6227,-44.7,-0.688,-0.124,0.0,-0.001,-0.001
1480,36.6436,-44.7,-0.689,-0.123,0.0,-0.001,0.0
1481,36.6626,-44.701,-0.689,-0.126,-0.002,0.0,-0.001
1482,36.6835,-44.701,-0.689,-0.125,0.0,0.0,0.0
1483,36.7025,-44.701,-0.688,-0.124,0.0,-0.001,0.0
1484,36.7234,-44.7,-0.69,-0.124,0.0,-0.002,0.001
1485,36.7423,-44.701,-0.691,-0.125,-0.001,-0.001,-0.001
1485,36.7632,-44.701,-0.69,-0.126,-0.001,0.0,0.0
1486,36.7822,-44.701,-0.69,-0.125,0.0,0.0,0.0
1487,36.8031,-44.701,-0.691,-0.126,-0.001,-0.001,0.0
1488,36.822,-44.702,-0.69,-0.126,0.0,0.0,-0.001
1489,36.843,-44.703,-0.691,-0.124,0.0,-0.001,0.0
1490,36.8619,-44.703,-0.691,-0.125,-0.001,0.0,0.0
1491,36.8829,-44.703,-0.691,-0.124,0.0,-0.001,0.0
1492,36.9038,-44.702,-0.691,-0.121,0.001,0.0,0.001
1493,36.9227,-44.7,-0.691,-0.122,0.0,-0.001,0.001
1494,36.9436,-44.701,-0.692,-0.122,-0.001,0.0,0.0
1494,36.9626,-44.701,-0.692,-0.121,0.0,-0.001,0.0
1495,36.9835,-44.701,-0.693,-0.121,-0.001,0.0,0.0
1496,37.0024,-44.701,-0.693,-0.122,-0.001,0.0,0.0
1497,37.0234,-44.702,-0.694,-0.121,0.0,-0.001,-0.001
1498,37.0423,-44.704,-0.693,-0.12,0.0,0.0,-0.001
1499,37.0632,-44.704,-0.691,-0.122,-0.002,0.002,0.0
1500,37.0822,-44.705,-0.689,-0.121,0.0,0.001,-0.001
1501,37.1031,-44.705,-0.689,-0.12,0.0,0.0,0.0
1502,37.122,-44.705,-0.691,-0.121,-0.001,-0.001,0.0
1503,37.143,-44.704,-0.691,-0.12,0.0,-0.001,0.001
1503,37.1639,-44.704,-0.69,-0.122,-0.001,0.001,0.0
1504,37.1828,-44.704,-0.689,-0.118,0.003,0.0,0.0
1505,37.2038,-44.705,-0.691,-0.117,0.0,-0.002,0.0
1506,37.2227,-44.705,-0.69,-0.116,0.0,0.0,0.0
1507,37.2436,-44.704,-0.69,-0.116,0.0,-0.001,0.0
1508,37.2625,-44.704,-0.689,-0.115,0.0,0.0,0.0
1509,37.2835,-44.704,-0.69,-0.116,-0.001,0.0,0.0
1510,37.3024,-44.704,-0.69,-0.116,0.0,0.0,0.0
1511,37.3234,-44.704,-0.691,-0.115,0.001,-0.001,0.0
1512,37.3423,-44.705,-0.691,-0.114,0.0,-0.001,-0.001
1512,37.3632,-44.707,-0.692,-0.113,0.0,-0.001,-0.001
1513,37.3821,-44.708,-0.692,-0.113,-0.001,0.0,-0.001
1514,37.4031,-44.708,-0.694,-0.112,0.0,-0.002,0.0
1515,37.422,-44.709,-0.694,-0.111,0.0,0.0,0.0
1516,37.443,-44.709,-0.695,-0.111,-0.001,-0.001,0.0
1517,37.4639,-44.708,-0.694,-0.112,-0.001,0.0,0.0
1518,37.4828,-44.709,-0.693,-0.112,0.0,0.0,-0.001
1519,37.5037,-44.709,-0.694,-0.111,0.0,0.0,0.001
1520,37.5227,-44.709,-0.693,-0.112,-0.001,0.0,-0.001
1521,37.5436,-44.71,-0.692,-0.11,0.0,0.001,0.0
1521,37.5626,-44.711,-0.693,-0.111,-0.001,-0.002,-0.001
1522,37.5835,-44.713,-0.692,-0.111,-0.001,0.001,-0.001
1523,37.6024,-44.714,-0.691,-0.111,0.0,0.0,-0.001
1524,37.6234,-44.714,-0.689,-0.11,0.0,0.001,0.0
1525,37.6423,-44.715,-0.687,-0.111,-0.001,0.001,-0.001
1526,37.6632,-44.714,-0.689,-0.109,0.0,0.0,0.001
1527,37.6821,-44.714,-0.69,-0.109,0.0,-0.001,0.0
1528,37.7031,-44.712,-0.691,-0.111,-0.001,-0.001,0.001
1529,37.722,-44.712,-0.69,-0.109,0.001,0.0,0.0
1530,37.743,-44.713,-0.69,-0.109,-0.001,0.0,0.0
1530,37.7619,-44.713,-0.692,-0.109,0.0,-0.002,0.0
1531,37.7829,-44.711,-0.692,-0.109,0.0,-0.001,0.001
1532,37.8037,-44.713,-0.692,-0.107,0.0,0.0,-0.001
1533,37.8227,-44.713,-0.693,-0.108,-0.001,-0.001,0.0
1534,37.8436,-44.711,-0.693,-0.107,0.0,0.0,0.001
1535,37.8626,-44.711,-0.693,-0.107,0.0,0.0,0.0
1536,37.8835,-44.71,-0.693,-0.108,-0.002,-0.001,0.001
1537,37.9024,-44.709,-0.693,-0.111,-0.002,0.0,0.001
1538,37.9234,-44.709,-0.692,-0.111,0.0,0.0,0.0
1539,37.9423,-44.708,-0.692,-0.109,0.0,0.0,0.001
1539,37.9632,-44.708,-0.693,-0.11,-0.001,0.0,0.0
1540,37.9821,-44.709,-0.693,-0.11,0.0,0.0,-0.001
1541,38.0031,-44.71,-0.695,-0.11,0.0,-0.002,-0.001
1542,38.022,-44.709,-0.695,-0.11,-0.001,0.0,0.001
1543,38.043,-44.71,-0.695,-0.111,-0.001,0.0,-0.001
1544,38.0639,-44.71,-0.696,-0.111,0.0,-0.001,0.0
1545,38.0828,-44.708,-0.696,-0.112,0.0,0.0,0.001
1546,38.1037,-44.708,-0.695,-0.113,-0.001,0.0,0.0
1547,38.1227,-44.709,-0.696,-0.113,-0.001,-0.001,-0.001
1548,38.1436,-44.709,-0.695,-0.113,-0.001,0.0,0.0
1548,38.1625,-44.709,-0.695,-0.116,-0.002,0.0,0.0
1549,38.1835,-44.709,-0.695,-0.116,-0.001,0.0,0.0
1550,38.2024,-44.71,-0.698,-0.118,-0.001,-0.002,-0.001
1551,38.2233,-44.708,-0.699,-0.117,0.0,-0.001,0.001
1552,38.2423,-44.709,-0.699,-0.118,-0.001,-0.001,0.0
1553,38.2632,-44.708,-0.698,-0.118,0.0,0.001,0.0
1554,38.2821,-44.708,-0.698,-0.117,0.0,-0.001,0.0
1555,38.303,-44.708,-0.698,-0.117,0.0,0.0,0.0
1556,38.322,-44.71,-0.698,-0.117,-0.001,0.0,-0.001
1557,38.3429,-44.709,-0.699,-0.118,0.0,-0.001,0.0
1557,38.3638,-44.71,-0.698,-0.118,0.0,0.001,-0.001
1558,38.3828,-44.711,-0.7,-0.118,-0.001,-0.001,-0.001
1559,38.4037,-44.714,-0.701,-0.117,-0.001,-0.001,-0.001
1560,38.4226,-44.715,-0.7,-0.117,0.0,0.0,-0.001
1561,38.4436,-44.713,-0.701,-0.116,0.0,0.0,0.001
1562,38.4625,-44.713,-0.7,-0.116,0.0,0.0,0.0
1563,38.4834,-44.715,-0.7,-0.114,0.0,-0.001,-0.001
1564,38.5023,-44.714,-0.701,-0.116,0.0,-0.001,0.0
1565,38.5233,-44.713,-0.702,-0.116,0.0,-0.001,0.001
1566,38.5422,-44.714,-0.699,-0.115,-0.001,0.001,-0.001
1566,38.5631,-44.714,-0.699,-0.115,-0.001,0.001,0.001
1567,38.5821,-44.713,-0.7,-0.115,0.0,-0.001,0.0
1568,38.603,-44.714,-0.702,-0.117,-0.001,-0.001,-0.001
1569,38.6219,-44.714,-0.701,-0.116,-0.001,0.0,0.0
1570,38.6428,-44.713,-0.701,-0.118,-0.002,-0.001,0.001
1571,38.6638,-44.712,-0.701,-0.119,-0.001,0.0,0.001
1572,38.6827,-44.71,-0.704,-0.121,-0.002,-0.002,0.001
1573,38.7037,-44.709,-0.706,-0.119,0.001,-0.002,0.001
1574,38.7226,-44.711,-0.706,-0.118,0.0,-0.001,-0.001
1575,38.7435,-44.711,-0.707,-0.119,0.0,-0.001,-0.001
1575,38.7625,-44.711,-0.708,-0.118,0.0,-0.001,0.0
1576,38.7834,-44.711,-0.709,-0.118,0.0,0.0,0.0
1577,38.8023,-44.711,-0.708,-0.118,0.0,0.0,0.0
1578,38.8233,-44.713,-0.707,-0.118,-0.001,0.0,-0.001
1579,38.8422,-44.711,-0.706,-0.119,-0.001,0.0,0.001
1580,38.8631,-44.71,-0.706,-0.118,0.0,0.0,0.001
1581,38.8821,-44.71,-0.705,-0.118,0.0,0.0,0.0
1582,38.903,-44.709,-0.707,-0.121,-0.002,-0.001,0.0
1583,38.922,-44.709,-0.706,-0.12,0.0,0.0,0.0
1584,38.9429,-44.71,-0.705,-0.118,0.0,0.0,0.0
1584,38.9638,-44.71,-0.705,-0.117,0.001,0.0,0.0
1585,38.9827,-44.71,-0.706,-0.117,-0.001,-0.001,0.0
1586,39.0037,-44.709,-0.704,-0.116,0.0,0.0,0.001
1587,39.0226,-44.709,-0.706,-0.117,-0.001,-0.001,0.0
1588,39.0436,-44.709,-0.708,-0.115,0.0,-0.001,0.0
1589,39.0625,-44.709,-0.707,-0.115,0.0,0.0,0.0
1590,39.0834,-44.709,-0.708,-0.114,-0.001,-0.001,0.001
1591,39.1024,-44.708,-0.709,-0.116,-0.001,-0.001,0.0
1592,39.1233,-44.71,-0.709,-0.115,0.0,0.001,-0.001
1593,39.1422,-44.71,-0.708,-0.116,-0.001,0.0,-0.001
1593,39.1632,-44.711,-0.706,-0.115,0.0,0.001,0.0
1594,39.1821,-44.709,-0.706,-0.115,0.0,0.0,0.001
1595,39.203,-44.711,-0.706,-0.115,-0.001,-0.001,-0.001
1596,39.222,-44.709,-0.709,-0.115,0.0,-0.002,0.001
1597,39.2429,-44.709,-0.708,-0.114,0.0,0.0,0.0
1598,39.2638,-44.71,-0.708,-0.115,-0.001,0.0,-0.001
1599,39.2828,-44.71,-0.706,-0.114,0.0,0.001,0.0
1600,39.3037,-44.71,-0.706,-0.114,-0.001,0.0,0.001
1601,39.3227,-44.709,-0.705,-0.116,-0.001,0.0,0.0
1602,39.3436,-44.709,-0.705,-0.115,0.0,0.0,0.0
1602,39.3625,-44.711,-0.704,-0.115,-0.001,0.0,-0.001
1603,39.3834,-44.712,-0.701,-0.115,0.0,0.001,-0.001
1604,39.4024,-44.712,-0.702,-0.114,0.0,0.0,0.0
1605,39.4233,-44.713,-0.7,-0.115,-0.001,0.001,-0.001
1606,39.4422,-44.714,-0.698,-0.112,0.002,0.0,-0.001
1607,39.4632,-44.715,-0.698,-0.113,-0.002,0.0,0.0
1608,39.4821,-44.715,-0.698,-0.114,-0.002,-0.001,0.0
1609,39.503,-44.715,-0.7,-0.115,0.0,-0.001,0.0
1610,39.522,-44.715,-0.699,-0.115,-0.001,0.0,0.0
1611,39.5429,-44.715,-0.7,-0.115,-0.001,-0.001,0.0
1611,39.5638,-44.713,-0.7,-0.114,0.002,0.0,0.001
1612,39.5828,-44.715,-0.7,-0.113,0.0,0.0,-0.001
1613,39.6037,-44.715,-0.7,-0.112,0.0,-0.001,0.0
1614,39.6226,-44.713,-0.699,-0.112,0.0,0.0,0.001
1615,39.6436,-44.714,-0.699,-0.111,0.0,0.0,-0.001
1616,39.6625,-44.714,-0.698,-0.11,0.0,0.0,0.001
1617,39.6834,-44.714,-0.697,-0.112,-0.001,0.0,-0.001
1618,39.7023,-44.714,-0.697,-0.112,0.0,-0.001,0.0
1619,39.7233,-44.714,-0.696,-0.111,0.0,0.0,0.0
1620,39.7422,-44.714,-0.697,-0.112,0.0,-0.001,-0.001
1620,39.7632,-44.715,-0.696,-0.109,0.002,0.0,0.0
1621,39.7821,-44.715,-0.696,-0.11,-0.001,0.0,0.0
1622,39.803,-44.715,-0.696,-0.11,-0.001,0.0,0.0
1623,39.822,-44.715,-0.698,-0.111,-0.001,-0.002,0.0
1624,39.8429,-44.714,-0.699,-0.111,0.0,-0.001,0.001
1625,39.8638,-44.716,-0.697,-0.112,-0.002,0.001,-0.002
1626,39.8828,-44.717,-0.697,-0.109,0.002,0.0,0.0
1627,39.9037,-44.717,-0.699,-0.109,-0.001,-0.002,0.0
1628,39.9227,-44.715,-0.7,-0.11,-0.001,-0.001,0.001
1629,39.9436,-44.717,-0.699,-0.111,-0.001,0.0,-0.001
1629,39.9625,-44.716,-0.699,-0.111,0.0,0.0,0.0
1630,39.9834,-44.716,-0.699,-0.112,-0.001,-0.001,0.0
1631,40.0024,-44.716,-0.698,-0.111,0.0,0.0,0.0
1632,40.0233,-44.716,-0.697,-0.109,0.002,0.0,0.0
1633,40.0422,-44.714,-0.696,-0.108,0.0,0.001,0.002
1634,40.0632,-44.714,-0.695,-0.109,-0.001,0.0,0.0
1635,40.0821,-44.713,-0.697,-0.107,0.002,-0.001,0.001
1636,40.103,-44.712,-0.697,-0.107,0.0,-0.001,0.0
1637,40.122,-44.713,-0.698,-0.108,-0.001,-0.001,-0.001
1638,40.1429,-44.713,-0.697,-0.107,0.0,0.0,0.0
1638,40.1638,-44.713,-0.699,-0.107,0.0,-0.002,0.0
1639,40.1828,-44.713,-0.701,-0.106,0.0,-0.002,0.0
1640,40.2037,-44.712,-0.699,-0.106,0.0,0.001,0.001
1641,40.2227,-44.713,-0.698,-0.107,-0.001,0.0,-0.001
1642,40.2436,-44.714,-0.697,-0.106,0.0,0.001,-0.001
1643,40.2625,-44.714,-0.697,-0.107,-0.001,0.0,0.0
1644,40.2834,-44.714,-0.698,-0.106,0.0,0.0,0.0
1645,40.3024,-44.714,-0.695,-0.106,-0.001,0.0,0.0
1646,40.3233,-44.715,-0.695,-0.105,0.0,0.001,0.0
1647,40.3422,-44.715,-0.694,-0.103,0.0,0.0,0.0
1647,40.3632,-44.715,-0.692,-0.104,0.0,0.001,0.0
1648,40.3821,-44.714,-0.691,-0.105,-0.001,0.0,0.0
1649,40.403,-44.713,-0.691,-0.103,0.0,0.0,0.001
1650,40.422,-44.712,-0.691,-0.105,-0.002,0.0,0.001
1651,40.4429,-44.713,-0.692,-0.105,-0.001,0.0,0.0
1652,40.4639,-44.711,-0.689,-0.105,0.0,0.001,0.001
1653,40.4828,-44.713,-0.689,-0.102,0.002,0.0,-0.001
1654,40.5037,-44.713,-0.691,-0.099,0.002,-0.001,0.0
1655,40.5227,-44.712,-0.691,-0.1,0.001,0.0,0.001
1656,40.5436,-44.712,-0.69,-0.097,0.002,0.0,0.0
1656,40.5625,-44.712,-0.691,-0.097,0.001,-0.001,0.0
1657,40.5835,-44.712,-0.69,-0.095,0.002,0.0,0.0
1658,40.6024,-44.71,-0.692,-0.095,0.0,-0.001,0.001
1659,40.6233,-44.71,-0.691,-0.094,0.002,0.0,0.0
1660,40.6423,-44.71,-0.692,-0.094,0.0,-0.001,0.0
1661,40.6632,-44.709,-0.691,-0.094,0.0,0.0,0.0
1662,40.6821,-44.71,-0.693,-0.093,0.0,-0.001,0.0
1663,40.703,-44.71,-0.692,-0.093,-0.001,0.0,0.0
1664,40.722,-44.71,-0.692,-0.095,-0.001,0.0,-0.001
1665,40.7429,-44.71,-0.693,-0.093,0.0,-0.001,0.001
1665,40.7639,-44.709,-0.692,-0.093,0.0,0.0,0.0
1666,40.7828,-44.708,-0.69,-0.094,-0.001,0.0,0.001
1667,40.8037,-44.707,-0.691,-0.093,0.0,0.0,0.001
1668,40.8227,-44.707,-0.691,-0.092,0.0,0.0,0.0
1669,40.8436,-44.707,-0.689,-0.092,0.0,0.001,0.0
1670,40.8625,-44.707,-0.688,-0.09,0.002,0.0,0.0
1671,40.8834,-44.705,-0.687,-0.09,0.0,0.001,0.001
1672,40.9024,-44.704,-0.688,-0.09,0.0,-0.002,0.001
1673,40.9233,-44.705,-0.688,-0.09,0.0,-0.001,-0.001
1674,40.9423,-44.705,-0.689,-0.091,-0.002,-0.001,0.0
1674,40.9632,-44.705,-0.689,-0.091,-0.001,0.0,0.0
1675,40.9821,-44.706,-0.689,-0.091,0.0,-0.001,-0.001
1676,41.003,-44.706,-0.688,-0.089,0.0,0.001,0.0
1677,41.022,-44.706,-0.686,-0.09,-0.001,0.001,0.0
1678,41.0429,-44.707,-0.686,-0.089,0.0,0.0,0.0
1679,41.0639,-44.705,-0.684,-0.093,-0.003,0.001,0.001
1680,41.0828,-44.706,-0.684,-0.092,0.0,0.0,-0.001
1681,41.1037,-44.706,-0.683,-0.091,0.0,0.0,0.0
1682,41.1227,-44.706,-0.684,-0.093,-0.001,0.0,0.0
1683,41.1436,-44.706,-0.683,-0.093,0.0,0.0,0.0
1683,41.1625,-44.705,-0.683,-0.093,0.0,0.0,0.0
1684,41.1834,-44.707,-0.684,-0.092,0.0,-0.001,-0.001
1685,41.2024,-44.707,-0.685,-0.091,0.0,-0.001,0.0
1686,41.2233,-44.706,-0.685,-0.091,-0.001,-0.001,0.001
1687,41.2423,-44.707,-0.686,-0.092,-0.001,0.0,-0.001
1688,41.2632,-44.708,-0.685,-0.092,0.0,0.0,-0.001
1689,41.2821,-44.708,-0.685,-0.091,0.0,0.0,0.0
1690,41.303,-44.708,-0.685,-0.09,0.0,0.0,0.0
1691,41.322,-44.708,-0.683,-0.09,0.0,0.001,0.0
1692,41.3429,-44.707,-0.683,-0.09,0.0,0.0,0.0
1692,41.3638,-44.707,-0.681,-0.09,0.0,0.001,0.0
1693,41.3828,-44.707,-0.681,-0.091,0.0,0.0,0.0
1694,41.4037,-44.708,-0.68,-0.091,-0.001,0.0,-0.001
1695,41.4226,-44.708,-0.679,-0.09,0.0,0.0,0.0
1696,41.4436,-44.708,-0.68,-0.09,0.0,0.0,0.0
1697,41.4625,-44.709,-0.679,-0.09,0.0,0.0,-0.001
1698,41.4834,-44.71,-0.678,-0.09,0.0,0.0,-0.001
1699,41.5023,-44.709,-0.679,-0.089,0.0,-0.001,0.001
1700,41.5233,-44.707,-0.678,-0.09,-0.001,0.001,0.001
1701,41.5422,-44.707,-0.678,-0.09,0.0,0.0,0.0
1701,41.5632,-44.707,-0.68,-0.089,0.0,-0.001,0.0
1702,41.5821,-44.707,-0.679,-0.089,-0.001,0.0,0.0
1703,41.603,-44.708,-0.679,-0.089,0.0,-0.001,-0.001
1704,41.622,-44.708,-0.68,-0.09,-0.001,-0.001,0.0
1705,41.6429,-44.708,-0.681,-0.09,0.0,-0.001,0.0
1706,41.6638,-44.708,-0.68,-0.091,-0.001,0.0,0.0
1707,41.6827,-44.709,-0.68,-0.09,0.0,0.0,-0.001
1708,41.7037,-44.708,-0.682,-0.092,0.0,-0.001,0.0
1709,41.7226,-44.708,-0.681,-0.091,0.0,0.0,0.0
1710,41.7436,-44.708,-0.683,-0.09,0.0,-0.002,0.0
1710,41.7625,-44.709,-0.682,-0.091,-0.001,0.0,-0.001
1711,41.7834,-44.709,-0.683,-0.093,-0.001,-0.001,0.0
1712,41.8023,-44.708,-0.684,-0.091,0.0,-0.001,0.001
1713,41.8233,-44.71,-0.683,-0.09,0.0,0.0,-0.001
1714,41.8422,-44.708,-0.685,-0.089,0.0,-0.001,0.001
1715,41.8632,-44.707,-0.685,-0.089,0.0,-0.001,0.001
1716,41.8821,-44.707,-0.684,-0.09,-0.001,0.0,0.0
1717,41.903,-44.708,-0.685,-0.09,0.0,-0.001,-0.001
1718,41.922,-44.707,-0.683,-0.09,0.0,0.001,0.0
1719,41.9429,-44.708,-0.684,-0.09,0.0,-0.001,-0.001
1719,41.9638,-44.707,-0.683,-0.091,-0.001,-0.001,0.001
1720,41.9828,-44.706,-0.685,-0.091,0.002,-0.001,0.0
1721,42.0037,-44.706,-0.681,-0.09,0.0,0.002,0.0
1722,42.0227,-44.706,-0.681,-0.089,0.0,0.0,0.0
1723,42.0436,-44.706,-0.68,-0.091,-0.001,0.0,0.0
1724,42.0625,-44.704,-0.68,-0.092,0.0,-0.002,0.001
1725,42.0835,-44.704,-0.681,-0.09,0.0,0.0,0.0
1726,42.1024,-44.704,-0.682,-0.09,0.0,-0.001,0.0
1727,42.1233,-44.705,-0.683,-0.09,0.001,-0.001,-0.001
1728,42.1423,-44.706,-0.683,-0.088,0.001,-0.001,-0.001
1728,42.1632,-44.706,-0.685,-0.089,-0.002,-0.001,0.0
1729,42.1821,-44.707,-0.683,-0.09,-0.001,0.0,-0.001
1730,42.2031,-44.707,-0.682,-0.092,-0.001,0.0,0.0
1731,42.222,-44.705,-0.683,-0.094,-0.001,0.0,0.001
1732,42.243,-44.705,-0.685,-0.092,0.0,-0.002,0.0
1733,42.2619,-44.704,-0.686,-0.094,0.0,-0.002,0.0
1734,42.2829,-44.704,-0.686,-0.093,0.0,0.0,0.0
1735,42.3038,-44.705,-0.686,-0.093,0.0,0.0,-0.001
1736,42.3227,-44.705,-0.685,-0.094,-0.001,0.0,0.0
1737,42.3436,-44.705,-0.685,-0.092,0.0,0.0,0.001
1737,42.3626,-44.703,-0.683,-0.092,0.0,0.0,0.001
1738,42.3835,-44.705,-0.683,-0.092,0.001,0.0,-0.002
1739,42.4025,-44.705,-0.683,-0.089,0.001,-0.001,0.0
1740,42.4234,-44.705,-0.683,-0.089,0.0,0.0,0.0
1741,42.4423,-44.706,-0.683,-0.09,-0.001,-0.001,-0.001
1742,42.4632,-44.707,-0.685,-0.091,-0.001,-0.002,-0.001
1743,42.4822,-44.707,-0.683,-0.093,-0.002,0.0,0.0
1744,42.5031,-44.706,-0.684,-0.094,0.0,-0.001,0.0
1745,42.5221,-44.707,-0.686,-0.095,-0.001,-0.001,-0.001
1746,42.543,-44.708,-0.685,-0.097,-0.001,0.0,-0.001
1746,42.5619,-44.707,-0.685,-0.095,0.001,0.0,0.001
1747,42.5829,-44.707,-0.685,-0.095,-0.001,-0.001,0.0
1748,42.6038,-44.707,-0.684,-0.095,0.0,0.0,0.0
1749,42.6227,-44.708,-0.686,-0.096,0.0,0.0,-0.001
1750,42.6437,-44.708,-0.685,-0.095,0.0,0.0,0.0
1751,42.6626,-44.706,-0.687,-0.093,0.001,-0.002,0.001
1752,42.6836,-44.706,-0.687,-0.094,0.0,0.0,0.0
1753,42.7025,-44.707,-0.686,-0.093,0.0,0.0,-0.001
1754,42.7234,-44.708,-0.686,-0.094,0.0,-0.001,-0.001
1755,42.7423,-44.707,-0.688,-0.094,-0.001,-0.001,0.001
1755,42.7633,-44.708,-0.689,-0.096,-0.002,-0.001,-0.001
1756,42.7822,-44.708,-0.688,-0.098,-0.001,0.0,0.0
1757,42.8032,-44.708,-0.689,-0.096,0.0,-0.001,0.0
1758,42.8221,-44.707,-0.688,-0.095,0.0,0.0,0.001
1759,42.843,-44.708,-0.689,-0.096,-0.001,-0.001,-0.001
1760,42.862,-44.708,-0.687,-0.099,-0.001,0.001,-0.001
1761,42.8829,-44.709,-0.688,-0.098,0.0,0.0,0.0
1762,42.9038,-44.709,-0.685,-0.098,-0.001,0.001,0.0
1763,42.9228,-44.707,-0.684,-0.1,0.0,0.0,0.001
1764,42.9437,-44.706,-0.682,-0.098,0.0,0.001,0.001
1764,42.9626,-44.706,-0.682,-0.096,0.001,0.0,0.0
1765,42.9836,-44.706,-0.682,-0.097,-0.001,0.0,0.0
1766,43.0025,-44.708,-0.681,-0.096,0.0,0.0,-0.001
1767,43.0234,-44.708,-0.682,-0.097,-0.001,-0.001,0.0
1768,43.0423,-44.708,-0.681,-0.096,0.0,0.001,0.0
1769,43.0633,-44.707,-0.681,-0.098,-0.001,0.0,0.0
1770,43.0822,-44.709,-0.681,-0.096,0.0,0.0,-0.001
1771,43.1032,-44.708,-0.681,-0.095,-0.001,-0.001,0.001
1772,43.1221,-44.708,-0.684,-0.097,-0.001,-0.002,0.0
1773,43.143,-44.707,-0.684,-0.098,-0.001,-0.001,0.001
1773,43.162,-44.707,-0.684,-0.098,-0.001,0.0,0.0
1774,43.1829,-44.708,-0.682,-0.1,-0.001,0.0,-0.001
1775,43.2038,-44.707,-0.683,-0.101,-0.001,-0.001,0.0
1776,43.2228,-44.708,-0.683,-0.1,0.0,0.0,0.0
1777,43.2437,-44.707,-0.682,-0.103,-0.002,0.0,0.0
1778,43.2626,-44.708,-0.683,-0.101,0.0,-0.002,0.0
1779,43.2836,-44.708,-0.683,-0.102,-0.001,0.0,0.0
1780,43.3025,-44.708,-0.682,-0.103,-0.001,0.001,0.0
1781,43.3234,-44.709,-0.682,-0.102,0.0,-0.001,-0.001
1782,43.3424,-44.709,-0.683,-0.102,0.0,-0.001,0.0
1782,43.3633,-44.709,-0.682,-0.101,0.0,0.0,0.0
1783,43.3822,-44.708,-0.684,-0.101,0.0,-0.001,0.001
1784,43.4032,-44.708,-0.685,-0.101,-0.001,-0.001,0.0
1785,43.4221,-44.708,-0.683,-0.1,0.0,0.001,0.0
1786,43.443,-44.708,-0.684,-0.099,0.0,-0.001,0.0
1787,43.462,-44.708,-0.682,-0.096,0.001,0.001,0.001
1788,43.4829,-44.708,-0.682,-0.096,-0.001,0.0,0.0
1789,43.5038,-44.708,-0.681,-0.097,-0.001,0.001,0.0
1790,43.5227,-44.709,-0.681,-0.095,0.001,-0.001,-0.001
1791,43.5437,-44.709,-0.682,-0.095,0.0,-0.001,0.0
1791,43.5626,-44.709,-0.682,-0.096,-0.001,0.0,0.0
1792,43.5836,-44.711,-0.682,-0.096,0.0,0.0,-0.002
1793,43.6025,-44.711,-0.682,-0.098,-0.002,-0.001,0.0
1794,43.6234,-44.711,-0.683,-0.099,-0.001,0.0,0.0
1795,43.6423,-44.712,-0.683,-0.099,-0.001,0.0,-0.001
1796,43.6633,-44.712,-0.683,-0.101,-0.001,0.0,0.0
1797,43.6822,-44.711,-0.683,-0.102,0.0,0.0,0.0
1798,43.7031,-44.711,-0.683,-0.101,0.0,0.0,0.0
1799,43.7221,-44.713,-0.682,-0.102,-0.002,0.0,-0.001
1800,43.743,-44.713,-0.68,-0.102,0.0,0.001,0.0
1800,43.762,-44.713,-0.682,-0.103,-0.001,-0.001,0.0
1801,43.7829,-44.713,-0.68,-0.104,-0.001,0.0,0.0
1802,43.8038,-44.712,-0.683,-0.105,-0.001,-0.001,0.0
1803,43.8227,-44.713,-0.683,-0.105,-0.001,0.0,0.0
1804,43.8437,-44.713,-0.682,-0.105,0.0,0.0,0.0
1805,43.8626,-44.713,-0.681,-0.103,0.001,0.0,0.0
1806,43.8835,-44.712,-0.682,-0.103,0.0,0.0,0.0
1807,43.9025,-44.713,-0.681,-0.102,0.0,0.0,0.0
1808,43.9234,-44.713,-0.681,-0.1,0.001,0.0,0.0
1809,43.9423,-44.714,-0.681,-0.101,-0.001,-0.001,-0.001
1809,43.9633,-44.714,-0.681,-0.101,0.0,0.0,0.0
1810,43.9822,-44.714,-0.683,-0.1,0.0,-0.001,0.0
1811,44.0031,-44.714,-0.682,-0.101,-0.001,0.0,0.0
1812,44.0221,-44.713,-0.681,-0.102,-0.001,0.0,0.0
1813,44.043,-44.712,-0.681,-0.1,0.001,0.0,0.001
