Sample,seconds_elapsed,Acx,Acy,Acz,Gyx,Gyy,Gyz
4726,108.7829,-62.821,-0.607,-0.023,0.001,0.001,-0.006
4727,108.8038,-62.828,-0.607,-0.025,-0.001,-0.001,-0.006
4728,108.8227,-62.836,-0.606,-0.027,-0.001,0.001,-0.007
4729,108.8437,-62.843,-0.606,-0.026,0.0,-0.001,-0.006
4730,108.8626,-62.849,-0.606,-0.028,-0.001,-0.001,-0.005
4731,108.8836,-62.857,-0.609,-0.027,0.0,-0.001,-0.006
4732,108.9025,-62.864,-0.608,-0.026,0.0,0.001,-0.006
4733,108.9234,-62.872,-0.609,-0.024,0.0,-0.001,-0.006
4734,108.9423,-62.879,-0.609,-0.025,-0.001,0.0,-0.006
4734,108.9633,-62.888,-0.608,-0.023,0.0,0.0,-0.007
4735,108.9822,-62.895,-0.607,-0.025,-0.001,0.0,-0.006
4736,109.0032,-62.902,-0.609,-0.027,-0.003,-0.002,-0.005
4737,109.0221,-62.908,-0.609,-0.027,0.0,0.0,-0.005
4738,109.043,-62.915,-0.61,-0.026,0.001,0.0,-0.006
4739,109.062,-62.921,-0.608,-0.025,0.0,0.001,-0.005
4740,109.0829,-62.928,-0.607,-0.025,0.0,0.0,-0.006
4741,109.1038,-62.936,-0.609,-0.023,0.001,-0.002,-0.006
4742,109.1228,-62.943,-0.607,-0.022,0.0,0.0,-0.006
4743,109.1437,-62.951,-0.61,-0.022,0.0,-0.001,-0.006
4743,109.1627,-62.96,-0.611,-0.023,-0.001,0.0,-0.009
4744,109.1836,-62.969,-0.611,-0.024,-0.001,0.0,-0.007
4745,109.2025,-62.977,-0.611,-0.023,0.0,0.0,-0.007
4746,109.2235,-62.985,-0.61,-0.023,0.0,0.0,-0.006
4747,109.2424,-62.991,-0.61,-0.022,0.0,-0.001,-0.005
4748,109.2634,-62.998,-0.611,-0.021,0.0,-0.002,-0.006
4749,109.2823,-63.004,-0.611,-0.022,0.0,0.0,-0.005
4750,109.3032,-63.013,-0.613,-0.021,0.0,0.0,-0.007
4751,109.3222,-63.02,-0.612,-0.021,-0.001,0.001,-0.006
4752,109.3431,-63.029,-0.613,-0.022,-0.002,-0.001,-0.007
4752,109.3621,-63.035,-0.612,-0.023,-0.001,0.0,-0.005
4753,109.383,-63.043,-0.611,-0.022,0.0,-0.001,-0.006
4754,109.4019,-63.05,-0.613,-0.021,0.0,-0.001,-0.006
4755,109.4229,-63.056,-0.616,-0.022,-0.001,-0.001,-0.005
4756,109.4438,-63.064,-0.614,-0.024,-0.001,0.002,-0.006
4757,109.4627,-63.07,-0.614,-0.023,0.0,-0.001,-0.005
4758,109.4837,-63.077,-0.615,-0.023,0.0,-0.001,-0.006
4759,109.5026,-63.083,-0.614,-0.023,-0.001,-0.001,-0.005
4760,109.5236,-63.09,-0.614,-0.023,0.001,0.0,-0.006
4761,109.5425,-63.099,-0.616,-0.018,0.002,-0.001,-0.007
4761,109.5634,-63.109,-0.617,-0.014,0.001,-0.001,-0.007
4762,109.5824,-63.117,-0.616,-0.015,-0.001,-0.001,-0.007
4763,109.6033,-63.125,-0.618,-0.014,0.0,-0.001,-0.006
4764,109.6223,-63.132,-0.619,-0.016,-0.001,-0.001,-0.006
4765,109.6432,-63.139,-0.62,-0.017,-0.001,-0.001,-0.006
4766,109.6621,-63.146,-0.621,-0.016,0.001,-0.001,-0.006
4767,109.6831,-63.154,-0.621,-0.015,0.0,0.0,-0.006
4768,109.702,-63.161,-0.622,-0.016,-0.001,0.0,-0.006
4769,109.723,-63.169,-0.621,-0.016,0.0,0.001,-0.007
4770,109.7439,-63.176,-0.617,-0.016,-0.002,0.001,-0.005
4770,109.7628,-63.182,-0.616,-0.015,0.0,0.001,-0.005
4771,109.7838,-63.189,-0.615,-0.017,-0.002,0.0,-0.006
4772,109.8027,-63.195,-0.617,-0.019,-0.001,-0.001,-0.005
4773,109.8237,-63.203,-0.618,-0.019,0.0,0.0,-0.006
4774,109.8426,-63.21,-0.617,-0.018,0.0,0.0,-0.006
4775,109.8636,-63.217,-0.616,-0.018,0.0,0.001,-0.006
4776,109.8825,-63.223,-0.617,-0.017,0.0,-0.001,-0.005
4777,109.9034,-63.232,-0.619,-0.016,0.0,-0.002,-0.007
4778,109.9224,-63.24,-0.617,-0.015,0.0,0.001,-0.006
4779,109.9433,-63.246,-0.617,-0.015,0.0,0.0,-0.005
4779,109.9623,-63.253,-0.618,-0.014,0.0,-0.001,-0.006
4780,109.9832,-63.261,-0.619,-0.015,-0.001,0.0,-0.006
4781,110.0021,-63.268,-0.616,-0.014,0.0,0.001,-0.006
4782,110.023,-63.276,-0.617,-0.011,0.001,-0.001,-0.006
4783,110.042,-63.282,-0.617,-0.014,-0.001,-0.001,-0.006
4784,110.0629,-63.29,-0.617,-0.014,-0.001,-0.001,-0.006
4785,110.0839,-63.296,-0.616,-0.017,-0.002,0.001,-0.005
4786,110.1028,-63.305,-0.617,-0.016,-0.001,0.0,-0.007
4787,110.1237,-63.311,-0.619,-0.019,-0.001,-0.001,-0.006
4788,110.1427,-63.319,-0.617,-0.019,0.0,0.0,-0.006
4788,110.1636,-63.326,-0.613,-0.019,-0.001,0.001,-0.006
4789,110.1826,-63.334,-0.615,-0.019,0.0,-0.002,-0.006
4790,110.2035,-63.341,-0.614,-0.017,0.001,-0.001,-0.006
4791,110.2225,-63.347,-0.618,-0.017,0.0,-0.002,-0.005
4792,110.2434,-63.355,-0.621,-0.017,-0.001,-0.001,-0.006
4793,110.2623,-63.362,-0.621,-0.017,0.0,-0.001,-0.006
4794,110.2833,-63.369,-0.62,-0.017,0.0,0.0,-0.006
4795,110.3022,-63.376,-0.618,-0.017,0.0,0.0,-0.006
4796,110.3232,-63.385,-0.617,-0.017,0.0,0.0,-0.007
4797,110.3421,-63.392,-0.617,-0.014,0.001,0.0,-0.006
4797,110.363,-63.401,-0.618,-0.014,-0.001,0.0,-0.007
4798,110.382,-63.408,-0.62,-0.014,0.0,-0.001,-0.006
4799,110.4029,-63.414,-0.619,-0.015,-0.001,0.0,-0.005
4800,110.4239,-63.422,-0.617,-0.015,-0.001,0.0,-0.006
4801,110.4428,-63.429,-0.615,-0.018,-0.001,0.0,-0.006
4802,110.4637,-63.435,-0.615,-0.016,0.001,0.0,-0.005
4803,110.4827,-63.442,-0.617,-0.017,-0.001,0.0,-0.006
4804,110.5036,-63.45,-0.62,-0.015,0.0,-0.001,-0.006
4805,110.5226,-63.457,-0.62,-0.016,-0.001,0.0,-0.006
4806,110.5435,-63.465,-0.619,-0.015,0.0,-0.002,-0.006
4806,110.5625,-63.472,-0.619,-0.013,0.001,-0.001,-0.006
4807,110.5834,-63.478,-0.622,-0.016,-0.003,-0.002,-0.005
4808,110.6023,-63.485,-0.623,-0.015,0.001,0.0,-0.006
4809,110.6233,-63.491,-0.625,-0.016,-0.001,-0.001,-0.005
4810,110.6422,-63.499,-0.625,-0.016,0.0,0.0,-0.006
4811,110.6632,-63.505,-0.622,-0.016,-0.001,0.0,-0.005
4812,110.6821,-63.514,-0.621,-0.015,0.0,-0.001,-0.007
4813,110.703,-63.521,-0.622,-0.015,0.0,0.0,-0.006
4814,110.722,-63.526,-0.62,-0.015,0.0,0.0,-0.004
4815,110.7429,-63.535,-0.621,-0.014,-0.001,0.0,-0.007
4815,110.7639,-63.541,-0.622,-0.014,0.0,0.0,-0.005
4816,110.7828,-63.548,-0.62,-0.014,0.0,0.001,-0.006
4817,110.8037,-63.554,-0.619,-0.015,-0.001,0.0,-0.005
4818,110.8227,-63.56,-0.617,-0.013,0.001,-0.001,-0.005
4819,110.8436,-63.568,-0.617,-0.013,-0.001,-0.001,-0.006
4820,110.8626,-63.573,-0.62,-0.014,0.0,-0.001,-0.005
4821,110.8835,-63.581,-0.622,-0.014,0.0,-0.001,-0.006
4822,110.9025,-63.587,-0.624,-0.013,0.0,-0.001,-0.005
4823,110.9234,-63.594,-0.622,-0.012,0.0,0.0,-0.006
4824,110.9423,-63.601,-0.621,-0.012,0.001,0.0,-0.006
4824,110.9632,-63.609,-0.619,-0.011,0.0,0.0,-0.006
4825,110.9822,-63.618,-0.62,-0.01,0.0,0.0,-0.007
4826,111.0031,-63.625,-0.62,-0.01,0.0,0.0,-0.006
4827,111.0221,-63.632,-0.62,-0.011,-0.001,0.0,-0.006
4828,111.043,-63.642,-0.62,-0.011,-0.001,0.0,-0.009
4829,111.062,-63.648,-0.62,-0.011,0.0,0.0,-0.005
4830,111.0829,-63.656,-0.619,-0.011,-0.001,0.0,-0.006
4831,111.1038,-63.663,-0.618,-0.009,0.001,0.0,-0.006
4832,111.1228,-63.67,-0.62,-0.01,0.0,-0.001,-0.006
4833,111.1437,-63.678,-0.619,-0.009,0.0,0.001,-0.006
4833,111.1627,-63.685,-0.618,-0.009,-0.001,0.0,-0.006
4834,111.1836,-63.691,-0.616,-0.01,-0.001,0.0,-0.005
4835,111.2025,-63.699,-0.613,-0.012,-0.001,0.001,-0.007
4836,111.2235,-63.707,-0.613,-0.011,-0.001,0.0,-0.006
4837,111.2424,-63.714,-0.614,-0.013,-0.001,0.0,-0.006
4838,111.2634,-63.723,-0.613,-0.014,-0.002,0.0,-0.007
4839,111.2823,-63.729,-0.614,-0.014,0.0,0.0,-0.005
4840,111.3032,-63.736,-0.613,-0.014,0.0,0.0,-0.006
4841,111.3221,-63.743,-0.613,-0.014,-0.001,0.0,-0.005
4842,111.3431,-63.751,-0.613,-0.012,0.001,-0.001,-0.007
4842,111.362,-63.76,-0.615,-0.011,0.0,-0.002,-0.007
4843,111.383,-63.767,-0.615,-0.012,0.0,0.0,-0.006
4844,111.4019,-63.775,-0.616,-0.011,0.0,0.0,-0.007
4845,111.4229,-63.782,-0.616,-0.011,-0.001,-0.001,-0.005
4846,111.4438,-63.79,-0.616,-0.011,-0.001,0.0,-0.006
4847,111.4627,-63.796,-0.615,-0.014,-0.001,0.001,-0.006
4848,111.4837,-63.805,-0.614,-0.015,-0.001,0.0,-0.007
4849,111.5026,-63.813,-0.613,-0.014,0.0,0.0,-0.007
4850,111.5236,-63.82,-0.613,-0.013,0.0,0.0,-0.005
4851,111.5425,-63.827,-0.616,-0.012,0.0,-0.001,-0.006
4851,111.5634,-63.834,-0.616,-0.013,0.0,-0.001,-0.006
4852,111.5823,-63.842,-0.616,-0.01,0.001,-0.001,-0.006
4853,111.6033,-63.848,-0.615,-0.009,0.001,0.001,-0.005
4854,111.6222,-63.855,-0.616,-0.009,0.0,-0.001,-0.006
4855,111.6432,-63.862,-0.619,-0.01,-0.001,-0.002,-0.006
4856,111.6621,-63.87,-0.618,-0.011,-0.001,0.0,-0.006
4857,111.683,-63.877,-0.621,-0.01,0.0,-0.002,-0.006
4858,111.702,-63.884,-0.622,-0.011,-0.001,-0.001,-0.006
4859,111.7229,-63.891,-0.619,-0.01,-0.001,0.0,-0.005
4860,111.7439,-63.898,-0.619,-0.012,-0.002,0.0,-0.006
4860,111.7628,-63.905,-0.619,-0.014,-0.002,0.0,-0.005
4861,111.7837,-63.911,-0.619,-0.017,-0.002,0.0,-0.006
4862,111.8027,-63.918,-0.619,-0.019,0.001,0.0,-0.006
4863,111.8236,-63.924,-0.619,-0.019,-0.001,0.0,-0.005
4864,111.8426,-63.931,-0.619,-0.018,0.0,0.0,-0.006
4865,111.8635,-63.939,-0.617,-0.017,0.001,0.001,-0.006
4866,111.8825,-63.947,-0.618,-0.017,0.0,-0.002,-0.007
4867,111.9034,-63.954,-0.617,-0.016,0.001,0.0,-0.006
4868,111.9223,-63.96,-0.617,-0.016,-0.001,0.0,-0.005
4869,111.9433,-63.969,-0.615,-0.015,0.0,0.0,-0.007
4869,111.9622,-63.976,-0.616,-0.016,-0.001,-0.001,-0.006
4870,111.9832,-63.985,-0.618,-0.017,-0.001,-0.001,-0.007
4871,112.0021,-63.992,-0.62,-0.018,-0.001,-0.001,-0.006
4872,112.023,-63.999,-0.62,-0.02,-0.001,-0.001,-0.006
4873,112.042,-64.006,-0.621,-0.021,-0.002,-0.001,-0.005
4874,112.0629,-64.012,-0.619,-0.021,-0.001,0.0,-0.005
4875,112.0839,-64.018,-0.62,-0.022,0.0,-0.001,-0.005
4876,112.1028,-64.025,-0.62,-0.023,-0.001,0.0,-0.006
4877,112.1237,-64.032,-0.621,-0.023,0.0,-0.001,-0.006
4878,112.1427,-64.04,-0.621,-0.024,0.0,0.0,-0.007
4878,112.1636,-64.046,-0.62,-0.024,0.0,-0.001,-0.005
4879,112.1826,-64.055,-0.62,-0.021,0.001,0.0,-0.007
4880,112.2035,-64.062,-0.619,-0.02,0.0,0.001,-0.005
4881,112.2225,-64.068,-0.62,-0.019,0.0,-0.001,-0.005
4882,112.2434,-64.073,-0.619,-0.022,-0.001,0.001,-0.005
4883,112.2623,-64.081,-0.617,-0.024,-0.002,0.0,-0.006
4884,112.2833,-64.088,-0.618,-0.022,0.0,-0.001,-0.006
4885,112.3022,-64.095,-0.616,-0.023,0.0,0.001,-0.006
4886,112.3232,-64.101,-0.616,-0.022,0.001,0.0,-0.005
4887,112.3421,-64.11,-0.618,-0.021,0.0,0.0,-0.007
4887,112.363,-64.116,-0.619,-0.02,0.0,-0.001,-0.005
4888,112.382,-64.122,-0.618,-0.02,0.0,0.0,-0.005
4889,112.4029,-64.129,-0.619,-0.022,-0.001,-0.001,-0.006
4890,112.4238,-64.137,-0.618,-0.02,0.001,0.0,-0.006
4891,112.4428,-64.146,-0.618,-0.017,0.001,-0.001,-0.007
4892,112.4637,-64.153,-0.618,-0.021,-0.002,0.0,-0.006
4893,112.4827,-64.161,-0.618,-0.02,0.001,0.0,-0.007
4894,112.5036,-64.167,-0.618,-0.021,-0.001,-0.001,-0.005
4895,112.5225,-64.173,-0.619,-0.021,-0.001,-0.001,-0.005
4896,112.5434,-64.18,-0.618,-0.02,-0.001,0.0,-0.005
4896,112.5624,-64.187,-0.619,-0.022,-0.001,-0.001,-0.006
4897,112.5833,-64.195,-0.62,-0.022,0.0,-0.001,-0.007
4898,112.6023,-64.202,-0.62,-0.023,0.0,0.0,-0.006
4899,112.6232,-64.211,-0.62,-0.024,-0.001,0.0,-0.007
4900,112.6421,-64.218,-0.618,-0.023,0.0,0.0,-0.006
4901,112.6631,-64.223,-0.619,-0.024,0.0,-0.002,-0.004
4902,112.682,-64.231,-0.618,-0.023,0.0,0.0,-0.007
4903,112.7029,-64.239,-0.619,-0.024,-0.001,0.0,-0.006
4904,112.7239,-64.246,-0.616,-0.024,0.0,0.002,-0.006
4905,112.7428,-64.252,-0.617,-0.023,0.0,0.0,-0.005
4905,112.7637,-64.261,-0.618,-0.021,0.0,-0.001,-0.007
4906,112.7827,-64.27,-0.616,-0.02,0.0,0.0,-0.007
4907,112.8036,-64.276,-0.615,-0.02,0.0,0.0,-0.005
4908,112.8226,-64.283,-0.617,-0.022,-0.001,-0.002,-0.006
4909,112.8435,-64.29,-0.619,-0.021,0.0,-0.001,-0.006
4910,112.8625,-64.298,-0.619,-0.021,0.0,0.0,-0.006
4911,112.8834,-64.305,-0.617,-0.021,0.0,0.001,-0.006
4912,112.9023,-64.312,-0.617,-0.021,0.0,0.0,-0.006
4913,112.9232,-64.32,-0.616,-0.019,0.001,0.0,-0.006
4914,112.9422,-64.327,-0.617,-0.019,0.0,-0.002,-0.006
4914,112.9631,-64.334,-0.617,-0.016,0.002,0.0,-0.006
4915,112.9821,-64.341,-0.619,-0.014,0.0,-0.001,-0.005
4916,113.003,-64.348,-0.616,-0.016,-0.002,0.001,-0.006
4917,113.0219,-64.355,-0.618,-0.016,0.0,0.0,-0.006
4918,113.0428,-64.362,-0.616,-0.015,0.0,0.0,-0.005
4919,113.0638,-64.369,-0.616,-0.017,-0.001,-0.001,-0.006
4920,113.0827,-64.377,-0.618,-0.017,-0.001,0.0,-0.007
4921,113.1037,-64.386,-0.62,-0.016,0.0,-0.002,-0.007
4922,113.1226,-64.393,-0.622,-0.018,-0.001,-0.001,-0.006
4923,113.1435,-64.402,-0.62,-0.018,0.0,0.0,-0.007
4923,113.1625,-64.409,-0.62,-0.018,-0.001,0.0,-0.006
4924,113.1834,-64.415,-0.619,-0.02,-0.001,0.0,-0.005
4925,113.2023,-64.424,-0.621,-0.02,-0.001,-0.001,-0.007
4926,113.2233,-64.43,-0.621,-0.019,0.0,0.0,-0.005
4927,113.2422,-64.436,-0.622,-0.02,-0.001,-0.001,-0.005
4928,113.2631,-64.444,-0.621,-0.02,-0.001,0.0,-0.006
4929,113.2821,-64.452,-0.62,-0.022,-0.001,0.001,-0.007
4930,113.303,-64.459,-0.62,-0.022,0.0,0.0,-0.006
4931,113.322,-64.468,-0.621,-0.02,0.0,-0.001,-0.007
4932,113.3429,-64.477,-0.621,-0.017,0.001,0.0,-0.007
4932,113.3638,-64.485,-0.623,-0.017,0.0,-0.001,-0.006
4933,113.3828,-64.492,-0.623,-0.016,0.001,-0.002,-0.006
4934,113.4037,-64.499,-0.624,-0.017,-0.001,0.0,-0.006
4935,113.4227,-64.503,-0.623,-0.018,0.0,-0.001,-0.004
4936,113.4436,-64.512,-0.622,-0.017,0.0,0.0,-0.007
4937,113.4625,-64.519,-0.623,-0.018,-0.001,-0.001,-0.006
4938,113.4834,-64.527,-0.623,-0.017,0.0,0.0,-0.006
4939,113.5024,-64.534,-0.625,-0.016,0.0,0.0,-0.006
4940,113.5233,-64.541,-0.625,-0.016,0.0,-0.001,-0.006
4941,113.5423,-64.55,-0.625,-0.016,0.0,-0.001,-0.007
4941,113.5632,-64.559,-0.627,-0.016,-0.001,0.0,-0.007
4942,113.5821,-64.564,-0.626,-0.018,0.0,-0.001,-0.005
4943,113.6031,-64.572,-0.629,-0.018,-0.001,-0.002,-0.006
4944,113.622,-64.58,-0.63,-0.017,0.0,-0.002,-0.007
4945,113.6429,-64.589,-0.629,-0.018,-0.001,0.0,-0.007
4946,113.6639,-64.596,-0.629,-0.019,0.0,0.0,-0.006
4947,113.6828,-64.605,-0.628,-0.017,0.0,0.0,-0.007
4948,113.7038,-64.613,-0.628,-0.017,-0.001,0.0,-0.006
4949,113.7227,-64.621,-0.63,-0.016,0.0,-0.001,-0.007
4950,113.7436,-64.628,-0.63,-0.016,0.0,-0.001,-0.006
4950,113.7626,-64.635,-0.629,-0.017,-0.001,0.0,-0.005
4951,113.7835,-64.644,-0.629,-0.018,-0.002,0.0,-0.007
4952,113.8025,-64.652,-0.629,-0.021,-0.002,0.0,-0.007
4953,113.8234,-64.659,-0.627,-0.021,-0.001,0.001,-0.006
4954,113.8423,-64.667,-0.628,-0.02,0.001,-0.001,-0.006
4955,113.8632,-64.674,-0.627,-0.02,0.0,0.0,-0.006
4956,113.8822,-64.681,-0.626,-0.02,-0.001,0.0,-0.006
4957,113.9031,-64.689,-0.626,-0.019,0.0,0.0,-0.006
4958,113.9221,-64.695,-0.626,-0.02,-0.001,-0.001,-0.005
4959,113.943,-64.701,-0.626,-0.02,-0.001,0.0,-0.005
4959,113.962,-64.707,-0.626,-0.021,-0.001,0.001,-0.005
4960,113.9828,-64.714,-0.625,-0.019,0.001,0.0,-0.005
4961,114.0038,-64.721,-0.627,-0.019,0.0,-0.002,-0.006
4962,114.0227,-64.728,-0.626,-0.02,-0.001,-0.001,-0.006
4963,114.0437,-64.735,-0.627,-0.021,0.0,0.0,-0.006
4964,114.0626,-64.744,-0.626,-0.02,0.0,0.0,-0.007
4965,114.0835,-64.75,-0.625,-0.018,0.001,0.0,-0.005
4966,114.1025,-64.759,-0.626,-0.017,0.0,-0.001,-0.007
4967,114.1234,-64.766,-0.624,-0.017,0.0,0.0,-0.006
4968,114.1424,-64.773,-0.625,-0.016,0.0,-0.001,-0.006
4968,114.1633,-64.782,-0.626,-0.017,-0.001,-0.001,-0.007
4969,114.1823,-64.789,-0.623,-0.019,-0.002,0.001,-0.006
4970,114.2032,-64.796,-0.623,-0.02,0.0,0.0,-0.006
4971,114.2221,-64.803,-0.623,-0.021,0.0,0.0,-0.006
4972,114.243,-64.81,-0.623,-0.02,0.001,-0.001,-0.006
4973,114.262,-64.818,-0.623,-0.018,0.0,0.0,-0.006
4974,114.2829,-64.826,-0.623,-0.019,-0.001,-0.001,-0.007
4975,114.3039,-64.833,-0.624,-0.021,-0.001,0.0,-0.006
4976,114.3228,-64.842,-0.624,-0.021,-0.001,0.0,-0.007
4977,114.3438,-64.85,-0.624,-0.021,-0.001,0.0,-0.006
4977,114.3627,-64.857,-0.624,-0.022,-0.001,-0.001,-0.006
4978,114.3836,-64.864,-0.624,-0.024,-0.001,-0.001,-0.006
4979,114.4026,-64.871,-0.625,-0.024,0.0,-0.001,-0.006
4980,114.4235,-64.878,-0.624,-0.024,-0.001,-0.001,-0.005
4981,114.4425,-64.886,-0.625,-0.025,-0.001,-0.001,-0.007
4982,114.4634,-64.894,-0.625,-0.024,-0.001,0.0,-0.006
4983,114.4823,-64.904,-0.626,-0.026,-0.001,-0.001,-0.009
4984,114.5033,-64.911,-0.625,-0.028,-0.002,0.0,-0.006
4985,114.5222,-64.918,-0.625,-0.028,0.0,-0.001,-0.006
4986,114.5432,-64.927,-0.625,-0.027,0.0,-0.001,-0.007
4986,114.5621,-64.935,-0.624,-0.028,-0.001,0.0,-0.007
4987,114.583,-64.943,-0.622,-0.029,-0.001,0.0,-0.006
4988,114.602,-64.95,-0.622,-0.027,0.0,0.0,-0.006
4989,114.6229,-64.958,-0.625,-0.027,0.0,-0.002,-0.006
4990,114.6439,-64.966,-0.627,-0.027,0.0,-0.002,-0.007
4991,114.6628,-64.973,-0.626,-0.027,0.0,0.0,-0.006
4992,114.6837,-64.981,-0.625,-0.027,0.0,0.0,-0.007
4993,114.7027,-64.987,-0.625,-0.028,0.0,-0.001,-0.005
4994,114.7236,-64.995,-0.625,-0.027,0.001,0.0,-0.007
4995,114.7425,-65.004,-0.626,-0.025,0.0,-0.001,-0.007
4995,114.7635,-65.013,-0.623,-0.025,-0.001,0.001,-0.007
4996,114.7824,-65.02,-0.622,-0.027,-0.001,0.0,-0.006
4997,114.8034,-65.029,-0.623,-0.026,0.0,-0.001,-0.007
4998,114.8223,-65.036,-0.622,-0.026,0.0,0.0,-0.006
4999,114.8432,-65.045,-0.623,-0.026,-0.001,0.0,-0.007
5000,114.8621,-65.052,-0.622,-0.025,0.001,0.0,-0.006
5001,114.8831,-65.06,-0.619,-0.023,0.001,0.001,-0.006
5002,114.902,-65.067,-0.62,-0.022,0.0,0.0,-0.006
5003,114.923,-65.074,-0.619,-0.022,0.0,-0.001,-0.006
5004,114.9419,-65.081,-0.619,-0.023,-0.001,0.0,-0.005
5004,114.9629,-65.088,-0.62,-0.022,0.0,-0.001,-0.006
5005,114.9838,-65.094,-0.621,-0.022,0.001,-0.001,-0.005
5006,115.0027,-65.1,-0.622,-0.02,0.001,-0.001,-0.005
5007,115.0237,-65.108,-0.622,-0.021,-0.001,0.0,-0.007
5008,115.0426,-65.116,-0.622,-0.021,0.0,-0.001,-0.006
5009,115.0635,-65.121,-0.622,-0.023,-0.001,0.0,-0.005
5010,115.0825,-65.129,-0.621,-0.024,-0.001,0.0,-0.006
5011,115.1034,-65.136,-0.621,-0.023,0.0,0.0,-0.006
5012,115.1223,-65.142,-0.622,-0.022,0.0,0.0,-0.005
5013,115.1433,-65.149,-0.62,-0.022,0.0,0.0,-0.005
5013,115.1622,-65.154,-0.621,-0.022,0.0,-0.001,-0.005
5014,115.1832,-65.162,-0.622,-0.021,0.001,-0.001,-0.006
5015,115.2021,-65.169,-0.622,-0.02,0.0,0.0,-0.006
5016,115.223,-65.178,-0.623,-0.022,-0.002,-0.002,-0.007
5017,115.242,-65.186,-0.624,-0.022,0.0,0.0,-0.007
5018,115.2629,-65.194,-0.623,-0.022,0.0,0.0,-0.007
5019,115.2839,-65.201,-0.623,-0.021,0.0,-0.001,-0.005
5020,115.3028,-65.207,-0.626,-0.02,0.0,-0.002,-0.005
5021,115.3237,-65.214,-0.626,-0.02,0.0,-0.001,-0.006
5022,115.3427,-65.222,-0.628,-0.021,-0.001,-0.001,-0.006
5022,115.3636,-65.229,-0.629,-0.021,0.0,-0.002,-0.006
5023,115.3825,-65.237,-0.628,-0.023,-0.001,0.0,-0.007
5024,115.4035,-65.247,-0.628,-0.024,-0.001,0.0,-0.009
5025,115.4224,-65.255,-0.628,-0.023,0.0,-0.001,-0.007
5026,115.4434,-65.262,-0.627,-0.022,0.0,0.0,-0.005
5027,115.4623,-65.271,-0.628,-0.022,-0.001,-0.001,-0.007
5028,115.4832,-65.277,-0.628,-0.023,-0.001,0.0,-0.005
5029,115.5022,-65.283,-0.627,-0.023,0.0,0.0,-0.005
5030,115.5231,-65.289,-0.629,-0.023,0.0,-0.002,-0.005
5031,115.5421,-65.296,-0.629,-0.021,0.001,0.0,-0.006
5031,115.563,-65.305,-0.629,-0.022,-0.001,-0.001,-0.007
5032,115.5819,-65.311,-0.63,-0.022,-0.001,-0.001,-0.005
5033,115.6029,-65.318,-0.63,-0.021,0.001,-0.001,-0.006
5034,115.6238,-65.327,-0.631,-0.02,0.0,-0.002,-0.007
5035,115.6427,-65.334,-0.631,-0.019,0.0,0.0,-0.006
5036,115.6637,-65.342,-0.632,-0.019,0.0,-0.001,-0.006
5037,115.6826,-65.349,-0.631,-0.02,0.0,0.0,-0.006
5038,115.7036,-65.357,-0.632,-0.021,-0.001,-0.001,-0.007
5039,115.7225,-65.365,-0.633,-0.02,0.0,-0.001,-0.006
5040,115.7434,-65.371,-0.631,-0.021,-0.001,0.001,-0.005
5040,115.7624,-65.378,-0.63,-0.022,0.0,0.0,-0.006
5041,115.7834,-65.385,-0.63,-0.024,-0.002,0.0,-0.006
5042,115.8023,-65.392,-0.629,-0.025,-0.001,0.0,-0.006
5043,115.8232,-65.399,-0.629,-0.024,0.001,-0.001,-0.006
5044,115.8421,-65.406,-0.627,-0.024,-0.001,0.0,-0.005
5045,115.8631,-65.414,-0.628,-0.024,0.0,-0.001,-0.007
5046,115.882,-65.423,-0.63,-0.024,0.0,-0.001,-0.007
5047,115.903,-65.43,-0.629,-0.022,0.001,0.0,-0.006
5048,115.922,-65.437,-0.63,-0.022,-0.001,-0.001,-0.006
5049,115.9429,-65.445,-0.63,-0.025,-0.002,0.0,-0.006
5049,115.9638,-65.453,-0.629,-0.026,-0.001,0.0,-0.007
5050,115.9828,-65.461,-0.629,-0.029,-0.002,-0.001,-0.007
5051,116.0037,-65.467,-0.629,-0.029,0.0,-0.001,-0.005
5052,116.0227,-65.474,-0.63,-0.031,-0.002,-0.001,-0.006
5053,116.0436,-65.481,-0.631,-0.031,-0.001,-0.001,-0.005
5054,116.0625,-65.487,-0.632,-0.033,-0.001,-0.001,-0.005
5055,116.0835,-65.494,-0.63,-0.033,0.0,0.0,-0.006
5056,116.1024,-65.502,-0.63,-0.032,0.0,0.0,-0.006
5057,116.1233,-65.509,-0.629,-0.032,0.0,0.0,-0.006
5058,116.1423,-65.516,-0.629,-0.032,-0.001,0.0,-0.006
5058,116.1632,-65.524,-0.629,-0.031,0.001,-0.001,-0.006
5059,116.1821,-65.53,-0.628,-0.03,0.0,0.001,-0.005
5060,116.2031,-65.538,-0.627,-0.029,0.0,0.0,-0.007
5061,116.222,-65.545,-0.627,-0.029,0.0,-0.001,-0.005
5062,116.243,-65.554,-0.629,-0.026,0.001,-0.001,-0.007
5063,116.2619,-65.561,-0.629,-0.027,-0.001,-0.001,-0.006
5064,116.2829,-65.567,-0.628,-0.027,0.0,-0.001,-0.005
5065,116.3038,-65.576,-0.627,-0.027,-0.001,0.0,-0.007
5066,116.3227,-65.582,-0.627,-0.028,0.0,-0.001,-0.006
5067,116.3436,-65.59,-0.628,-0.026,0.001,0.0,-0.006
5067,116.3626,-65.596,-0.627,-0.025,0.0,0.001,-0.005
