Sample,seconds_elapsed,Acx,Acy,Acz,Gyx,Gyy,Gyz
925,21.6623,6.224,-0.605,8.569,113.0,614.0,-284.0
926,21.6823,5.637,-0.941,8.578,156.0,402.0,-226.0
927,21.7022,5.782,-0.029,8.923,140.0,235.0,-173.0
927,21.7221,5.595,-0.636,8.49,89.0,120.0,-75.0
928,21.7421,5.592,-0.447,8.633,54.0,346.0,-46.0
929,21.762,5.459,-0.595,8.487,89.0,377.0,-77.0
930,21.782,5.352,-0.558,8.507,182.0,457.0,-144.0
931,21.8039,5.571,-0.403,8.63,281.0,481.0,-144.0
932,21.8238,5.468,-0.229,8.733,236.0,536.0,-137.0
933,21.8438,5.382,-0.649,8.964,143.0,655.0,-142.0
934,21.8637,5.278,-0.253,8.865,57.0,746.0,-135.0
935,21.8836,4.895,-0.427,8.784,133.0,880.0,-167.0
936,21.9036,4.816,-0.306,8.953,212.0,870.0,-177.0
936,21.9235,4.744,-0.086,9.143,235.0,934.0,-187.0
937,21.9434,4.53,0.12,9.546,160.0,961.0,-141.0
938,21.9634,4.07,0.0,9.704,28.0,868.0,-82.0
939,21.9833,3.843,-0.192,9.451,72.0,708.0,-91.0
940,22.0032,4.09,0.111,9.612,91.0,701.0,-134.0
941,22.0232,3.917,0.213,9.664,-13.0,800.0,-73.0
942,22.0431,3.393,-0.001,9.831,13.0,780.0,16.0
943,22.063,3.37,0.012,9.846,16.0,652.0,46.0
944,22.083,3.524,-0.002,9.621,26.0,610.0,54.0
945,22.1029,3.46,-0.002,9.544,25.0,841.0,57.0
945,22.1229,3.065,-0.002,9.761,11.0,1071.0,32.0
946,22.1428,3.018,0.029,9.784,1.0,1219.0,20.0
947,22.1627,2.666,-0.081,9.855,5.0,1267.0,30.0
948,22.1827,2.466,0.105,10.007,10.0,1301.0,51.0
949,22.2026,2.23,0.026,9.901,12.0,1367.0,63.0
950,22.2225,1.943,0.05,9.94,6.0,1589.0,61.0
951,22.2425,1.273,-0.114,10.293,1.0,1475.0,40.0
952,22.2624,1.125,-0.175,10.294,-2.0,1322.0,-18.0
953,22.2823,0.718,-0.102,10.366,-4.0,1134.0,-29.0
954,22.3023,0.329,0.032,10.506,7.0,957.0,-2.0
954,22.3222,0.502,0.016,10.47,11.0,823.0,21.0
955,22.3421,0.342,-0.059,10.402,-3.0,805.0,-32.0
956,22.3621,0.132,-0.013,10.58,-3.0,595.0,15.0
957,22.382,-0.387,-0.117,10.853,14.0,301.0,4.0
958,22.402,0.233,-0.051,10.269,4.0,41.0,1.0
959,22.4239,0.093,-0.023,10.347,8.0,38.0,0.0
960,22.4438,0.108,-0.005,10.347,1.0,32.0,0.0
961,22.4637,0.067,-0.011,10.355,-4.0,24.0,0.0
962,22.4837,0.099,-0.018,10.349,-7.0,17.0,0.0
963,22.5036,0.087,-0.029,10.336,-3.0,13.0,1.0
963,22.5236,0.069,-0.012,10.37,-2.0,8.0,3.0
964,22.5435,0.081,-0.011,10.353,0.0,7.0,3.0
965,22.5634,0.087,-0.013,10.359,-4.0,5.0,6.0
966,22.5834,0.093,-0.024,10.329,-2.0,4.0,3.0
967,22.6033,0.079,-0.022,10.374,0.0,3.0,0.0
968,22.6232,0.097,-0.014,10.33,0.0,3.0,0.0
969,22.6432,0.083,-0.029,10.35,-3.0,2.0,1.0
970,22.6631,0.084,-0.019,10.337,-1.0,2.0,0.0
971,22.683,0.08,-0.02,10.351,0.0,0.0,1.0
972,22.703,0.073,-0.013,10.338,0.0,-1.0,-1.0
972,22.7229,0.073,-0.01,10.353,-1.0,-4.0,0.0
973,22.7429,0.093,-0.028,10.343,1.0,-4.0,0.0
974,22.7628,0.096,-0.018,10.345,-2.0,-9.0,0.0
975,22.7827,0.099,-0.044,10.319,-3.0,-5.0,1.0
976,22.8027,0.102,-0.007,10.344,-3.0,0.0,1.0
977,22.8226,0.095,-0.01,10.329,-3.0,-1.0,0.0
978,22.8425,0.087,-0.034,10.36,-1.0,4.0,0.0
979,22.8625,0.089,-0.013,10.323,0.0,2.0,-2.0
980,22.8824,0.075,-0.045,10.333,1.0,1.0,-1.0
981,22.9023,0.087,-0.03,10.347,2.0,0.0,-2.0
981,22.9223,0.081,-0.024,10.357,2.0,0.0,-1.0
982,22.9422,0.085,0.001,10.343,-2.0,0.0,0.0
983,22.9621,0.071,-0.014,10.355,-1.0,2.0,0.0
984,22.9821,0.075,-0.018,10.335,-1.0,2.0,0.0
985,23.002,0.085,-0.038,10.342,0.0,-1.0,-1.0
986,23.022,0.074,-0.023,10.336,1.0,-1.0,0.0
987,23.0439,0.091,-0.007,10.343,-1.0,1.0,-1.0
988,23.0618,0.095,-0.028,10.335,0.0,0.0,0.0
989,23.0837,0.087,-0.02,10.361,0.0,0.0,-1.0
990,23.1037,0.087,-0.025,10.345,2.0,0.0,0.0
990,23.1236,0.084,-0.018,10.349,0.0,1.0,-1.0
991,23.1436,0.08,-0.012,10.327,-2.0,3.0,-1.0
992,23.1635,0.077,-0.031,10.348,-1.0,2.0,0.0
993,23.1834,0.084,-0.023,10.349,0.0,-2.0,0.0
994,23.2034,0.086,-0.025,10.336,1.0,-4.0,-2.0
995,23.2233,0.089,-0.022,10.345,0.0,-2.0,-1.0
996,23.2432,0.074,-0.022,10.333,-1.0,-1.0,2.0
997,23.2632,0.091,-0.019,10.329,0.0,-3.0,0.0
998,23.2831,0.092,-0.03,10.357,1.0,-2.0,-1.0
999,23.3031,0.095,-0.016,10.339,2.0,-1.0,-1.0
999,23.323,0.098,-0.004,10.344,0.0,1.0,-1.0
1000,23.3429,0.079,-0.013,10.348,-1.0,1.0,-1.0
1001,23.3629,0.075,-0.014,10.347,-3.0,-1.0,0.0
